,geo_value,signal,time_value,direction,issue,lag,value,stderr,sample_size,geo_type,data_source
42,tn,smoothed_cli,2020-10-02,,2020-10-07,5,0.8319018,0.100108,6105.9179,state,fb-survey
43,tx,smoothed_cli,2020-10-02,,2020-10-07,5,0.7686101,0.0556402,18928.9756,state,fb-survey
44,ut,smoothed_cli,2020-10-02,,2020-10-07,5,0.5715365,0.1111179,3175.6707,state,fb-survey
45,va,smoothed_cli,2020-10-02,,2020-10-07,5,0.3876433,0.0611398,7619.3052,state,fb-survey
46,vt,smoothed_cli,2020-10-02,,2020-10-07,5,0.4412351,0.2303766,831.0008,state,fb-survey
47,wa,smoothed_cli,2020-10-02,,2020-10-07,5,0.420684,0.069106,6954.9633,state,fb-survey
48,wi,smoothed_cli,2020-10-02,,2020-10-07,5,0.8807032,0.100226,6616.9291,state,fb-survey
49,wv,smoothed_cli,2020-10-02,,2020-10-07,5,0.5888003,0.1316984,2351.3032,state,fb-survey
50,wy,smoothed_cli,2020-10-02,,2020-10-07,5,1.1229425,0.3342154,683.9376,state,fb-survey
0,ak,smoothed_cli,2020-10-03,,2020-10-08,5,1.8259035,0.4520784,774.0,state,fb-survey
1,al,smoothed_cli,2020-10-03,,2020-10-08,5,1.1292965,0.1514377,3716.096,state,fb-survey
2,ar,smoothed_cli,2020-10-03,,2020-10-08,5,1.0475218,0.1777893,2603.158,state,fb-survey
3,az,smoothed_cli,2020-10-03,,2020-10-08,5,0.6800817,0.0974442,5651.2704,state,fb-survey
4,ca,smoothed_cli,2020-10-03,,2020-10-08,5,0.415462,0.0382144,22115.2508,state,fb-survey
5,co,smoothed_cli,2020-10-03,,2020-10-08,5,0.5471245,0.0870993,5251.7769,state,fb-survey
6,ct,smoothed_cli,2020-10-03,,2020-10-08,5,0.4103726,0.0926156,3972.0,state,fb-survey
7,dc,smoothed_cli,2020-10-03,,2020-10-08,5,0.4052685,0.2636807,517.0,state,fb-survey
8,de,smoothed_cli,2020-10-03,,2020-10-08,5,0.3125762,0.1611938,1133.0073,state,fb-survey
9,fl,smoothed_cli,2020-10-03,,2020-10-08,5,0.5233974,0.0480033,17847.9994,state,fb-survey
10,ga,smoothed_cli,2020-10-03,,2020-10-08,5,0.6716139,0.0878092,6730.944,state,fb-survey
11,hi,smoothed_cli,2020-10-03,,2020-10-08,5,0.5373693,0.2008873,1079.0,state,fb-survey
12,ia,smoothed_cli,2020-10-03,,2020-10-08,5,1.0641045,0.1481051,3785.4994,state,fb-survey
13,id,smoothed_cli,2020-10-03,,2020-10-08,5,1.0269064,0.1882798,2062.2967,state,fb-survey
14,il,smoothed_cli,2020-10-03,,2020-10-08,5,0.5997745,0.0670486,11027.0005,state,fb-survey
15,in,smoothed_cli,2020-10-03,,2020-10-08,5,0.6262521,0.0829612,6375.0004,state,fb-survey
16,ks,smoothed_cli,2020-10-03,,2020-10-08,5,1.0371462,0.1697143,2911.6581,state,fb-survey
17,ky,smoothed_cli,2020-10-03,,2020-10-08,5,0.7885517,0.1312448,4020.9064,state,fb-survey
18,la,smoothed_cli,2020-10-03,,2020-10-08,5,0.8793376,0.132368,3840.9982,state,fb-survey
19,ma,smoothed_cli,2020-10-03,,2020-10-08,5,0.3313265,0.070576,5287.015,state,fb-survey
20,md,smoothed_cli,2020-10-03,,2020-10-08,5,0.3059684,0.0754068,4177.991,state,fb-survey
21,me,smoothed_cli,2020-10-03,,2020-10-08,5,0.3209707,0.1127177,1820.0,state,fb-survey
22,mi,smoothed_cli,2020-10-03,,2020-10-08,5,0.5162778,0.0615209,10343.0539,state,fb-survey
23,mn,smoothed_cli,2020-10-03,,2020-10-08,5,0.5663171,0.0906286,4852.5386,state,fb-survey
24,mo,smoothed_cli,2020-10-03,,2020-10-08,5,0.8986472,0.1137845,5326.8422,state,fb-survey
25,ms,smoothed_cli,2020-10-03,,2020-10-08,5,1.0336495,0.1825308,2301.8714,state,fb-survey
26,mt,smoothed_cli,2020-10-03,,2020-10-08,5,1.1955434,0.2366934,1496.2605,state,fb-survey
27,nc,smoothed_cli,2020-10-03,,2020-10-08,5,0.5410552,0.0688367,8471.0116,state,fb-survey
28,nd,smoothed_cli,2020-10-03,,2020-10-08,5,1.3865388,0.3567612,898.0341,state,fb-survey
29,ne,smoothed_cli,2020-10-03,,2020-10-08,5,1.0199505,0.1999977,1931.6916,state,fb-survey
30,nh,smoothed_cli,2020-10-03,,2020-10-08,5,0.0373065,0.0384078,1787.0,state,fb-survey
31,nj,smoothed_cli,2020-10-03,,2020-10-08,5,0.2791186,0.0578376,6481.9977,state,fb-survey
32,nm,smoothed_cli,2020-10-03,,2020-10-08,5,0.3039577,0.1122345,1790.2359,state,fb-survey
33,nv,smoothed_cli,2020-10-03,,2020-10-08,5,0.6558187,0.152755,2118.7496,state,fb-survey
34,ny,smoothed_cli,2020-10-03,,2020-10-08,5,0.3202491,0.0430998,13465.0003,state,fb-survey
35,oh,smoothed_cli,2020-10-03,,2020-10-08,5,0.5715535,0.0646694,10685.0064,state,fb-survey
36,ok,smoothed_cli,2020-10-03,,2020-10-08,5,1.2012836,0.154048,3939.4549,state,fb-survey
37,or,smoothed_cli,2020-10-03,,2020-10-08,5,0.5378481,0.0955282,4442.9266,state,fb-survey
38,pa,smoothed_cli,2020-10-03,,2020-10-08,5,0.4023341,0.049432,12044.0053,state,fb-survey
39,ri,smoothed_cli,2020-10-03,,2020-10-08,5,0.410748,0.1845413,1054.985,state,fb-survey
40,sc,smoothed_cli,2020-10-03,,2020-10-08,5,0.6935528,0.1010683,5260.0007,state,fb-survey
41,sd,smoothed_cli,2020-10-03,,2020-10-08,5,0.5244962,0.1825191,1107.5742,state,fb-survey
42,tn,smoothed_cli,2020-10-03,,2020-10-08,5,0.8561525,0.1020587,6104.2386,state,fb-survey
43,tx,smoothed_cli,2020-10-03,,2020-10-08,5,0.7495935,0.0546097,19073.9987,state,fb-survey
44,ut,smoothed_cli,2020-10-03,,2020-10-08,5,0.6392258,0.1217023,3174.7074,state,fb-survey
45,va,smoothed_cli,2020-10-03,,2020-10-08,5,0.4190399,0.062967,7670.3913,state,fb-survey
46,vt,smoothed_cli,2020-10-03,,2020-10-08,5,0.474023,0.2249876,879.001,state,fb-survey
47,wa,smoothed_cli,2020-10-03,,2020-10-08,5,0.4666122,0.0729407,6969.9646,state,fb-survey
48,wi,smoothed_cli,2020-10-03,,2020-10-08,5,0.8083449,0.093868,6603.9462,state,fb-survey
49,wv,smoothed_cli,2020-10-03,,2020-10-08,5,0.7587807,0.1525309,2382.3027,state,fb-survey
50,wy,smoothed_cli,2020-10-03,,2020-10-08,5,1.2415121,0.3575603,689.9328,state,fb-survey
0,ak,smoothed_cli,2020-10-04,,2020-10-09,5,1.5528206,0.4186226,762.0,state,fb-survey
1,al,smoothed_cli,2020-10-04,,2020-10-09,5,1.0773375,0.1462196,3701.0934,state,fb-survey
2,ar,smoothed_cli,2020-10-04,,2020-10-09,5,1.04541,0.1794438,2570.2069,state,fb-survey
3,az,smoothed_cli,2020-10-04,,2020-10-09,5,0.6931686,0.0992924,5561.1537,state,fb-survey
4,ca,smoothed_cli,2020-10-04,,2020-10-09,5,0.4149299,0.038163,22023.2256,state,fb-survey
5,co,smoothed_cli,2020-10-04,,2020-10-09,5,0.5019158,0.0853172,5262.778,state,fb-survey
6,ct,smoothed_cli,2020-10-04,,2020-10-09,5,0.3511663,0.0838093,3944.0,state,fb-survey
7,dc,smoothed_cli,2020-10-04,,2020-10-09,5,0.3353454,0.2606974,497.0,state,fb-survey
8,de,smoothed_cli,2020-10-04,,2020-10-09,5,0.3636364,0.1698169,1100.0,state,fb-survey
9,fl,smoothed_cli,2020-10-04,,2020-10-09,5,0.5141117,0.0475243,17640.9997,state,fb-survey
10,ga,smoothed_cli,2020-10-04,,2020-10-09,5,0.6150155,0.0855766,6653.9412,state,fb-survey
11,hi,smoothed_cli,2020-10-04,,2020-10-09,5,0.4178327,0.1918578,1072.0,state,fb-survey
12,ia,smoothed_cli,2020-10-04,,2020-10-09,5,0.9493235,0.1402545,3720.5234,state,fb-survey
13,id,smoothed_cli,2020-10-04,,2020-10-09,5,0.946516,0.1778607,2063.2342,state,fb-survey
14,il,smoothed_cli,2020-10-04,,2020-10-09,5,0.6361989,0.0688825,11072.0014,state,fb-survey
15,in,smoothed_cli,2020-10-04,,2020-10-09,5,0.6961841,0.0882609,6404.9984,state,fb-survey
16,ks,smoothed_cli,2020-10-04,,2020-10-09,5,1.0469933,0.1690163,2925.6583,state,fb-survey
17,ky,smoothed_cli,2020-10-04,,2020-10-09,5,0.8683301,0.1401591,3926.598,state,fb-survey
18,la,smoothed_cli,2020-10-04,,2020-10-09,5,0.7298847,0.1187633,3833.998,state,fb-survey
19,ma,smoothed_cli,2020-10-04,,2020-10-09,5,0.3132561,0.0684653,5226.0145,state,fb-survey
20,md,smoothed_cli,2020-10-04,,2020-10-09,5,0.3832016,0.0834738,4170.9981,state,fb-survey
21,me,smoothed_cli,2020-10-04,,2020-10-09,5,0.3813021,0.1263498,1838.0,state,fb-survey
22,mi,smoothed_cli,2020-10-04,,2020-10-09,5,0.5365684,0.0624062,10349.0533,state,fb-survey
23,mn,smoothed_cli,2020-10-04,,2020-10-09,5,0.6329892,0.0987593,4755.4832,state,fb-survey
24,mo,smoothed_cli,2020-10-04,,2020-10-09,5,0.8695692,0.1134094,5289.7691,state,fb-survey
25,ms,smoothed_cli,2020-10-04,,2020-10-09,5,0.8701974,0.166038,2281.2717,state,fb-survey
26,mt,smoothed_cli,2020-10-04,,2020-10-09,5,1.1484208,0.241324,1502.3949,state,fb-survey
27,nc,smoothed_cli,2020-10-04,,2020-10-09,5,0.5054501,0.0673074,8583.0119,state,fb-survey
28,nd,smoothed_cli,2020-10-04,,2020-10-09,5,1.3289088,0.3536761,886.8919,state,fb-survey
29,ne,smoothed_cli,2020-10-04,,2020-10-09,5,0.9729633,0.197418,1929.7091,state,fb-survey
30,nh,smoothed_cli,2020-10-04,,2020-10-09,5,0.0942152,0.0684924,1769.0,state,fb-survey
31,nj,smoothed_cli,2020-10-04,,2020-10-09,5,0.2809228,0.057326,6472.9979,state,fb-survey
32,nm,smoothed_cli,2020-10-04,,2020-10-09,5,0.2708819,0.1067321,1824.4113,state,fb-survey
33,nv,smoothed_cli,2020-10-04,,2020-10-09,5,0.6791895,0.1613077,2064.7748,state,fb-survey
34,ny,smoothed_cli,2020-10-04,,2020-10-09,5,0.3578451,0.0462658,13408.9998,state,fb-survey
35,oh,smoothed_cli,2020-10-04,,2020-10-09,5,0.5867852,0.0645135,10652.0083,state,fb-survey
36,ok,smoothed_cli,2020-10-04,,2020-10-09,5,1.1672504,0.1507152,3953.454,state,fb-survey
37,or,smoothed_cli,2020-10-04,,2020-10-09,5,0.5289358,0.0954576,4391.923,state,fb-survey
38,pa,smoothed_cli,2020-10-04,,2020-10-09,5,0.4288149,0.0521257,12019.0052,state,fb-survey
39,ri,smoothed_cli,2020-10-04,,2020-10-09,5,0.4809253,0.2068416,1030.9855,state,fb-survey
40,sc,smoothed_cli,2020-10-04,,2020-10-09,5,0.7157886,0.1030503,5220.0003,state,fb-survey
41,sd,smoothed_cli,2020-10-04,,2020-10-09,5,0.8043316,0.2381637,1115.6445,state,fb-survey
42,tn,smoothed_cli,2020-10-04,,2020-10-09,5,0.952126,0.1094119,6123.537,state,fb-survey
43,tx,smoothed_cli,2020-10-04,,2020-10-09,5,0.7733864,0.0551141,19107.025,state,fb-survey
44,ut,smoothed_cli,2020-10-04,,2020-10-09,5,0.7454426,0.1313241,3151.6995,state,fb-survey
45,va,smoothed_cli,2020-10-04,,2020-10-09,5,0.3798726,0.0606006,7611.0009,state,fb-survey
46,vt,smoothed_cli,2020-10-04,,2020-10-09,5,0.5467566,0.2358584,884.0009,state,fb-survey
47,wa,smoothed_cli,2020-10-04,,2020-10-09,5,0.4638352,0.0713693,7002.9679,state,fb-survey
48,wi,smoothed_cli,2020-10-04,,2020-10-09,5,0.866088,0.098883,6557.9455,state,fb-survey
49,wv,smoothed_cli,2020-10-04,,2020-10-09,5,0.7091858,0.1424837,2425.1049,state,fb-survey
50,wy,smoothed_cli,2020-10-04,,2020-10-09,5,1.0574736,0.3418731,688.8928,state,fb-survey
0,ak,smoothed_cli,2020-10-05,,2020-10-10,5,1.3354167,0.3805521,800.0,state,fb-survey
1,al,smoothed_cli,2020-10-05,,2020-10-10,5,1.0846215,0.1471642,3635.0791,state,fb-survey
2,ar,smoothed_cli,2020-10-05,,2020-10-10,5,1.0987905,0.1826588,2539.5847,state,fb-survey
3,az,smoothed_cli,2020-10-05,,2020-10-10,5,0.6652998,0.0959129,5527.1316,state,fb-survey
4,ca,smoothed_cli,2020-10-05,,2020-10-10,5,0.4204722,0.0388317,22019.2257,state,fb-survey
5,co,smoothed_cli,2020-10-05,,2020-10-10,5,0.4976085,0.0843217,5331.7782,state,fb-survey
6,ct,smoothed_cli,2020-10-05,,2020-10-10,5,0.3004451,0.0747979,4044.0,state,fb-survey
7,dc,smoothed_cli,2020-10-05,,2020-10-10,5,0.348675,0.2710097,478.0,state,fb-survey
8,de,smoothed_cli,2020-10-05,,2020-10-10,5,0.4221252,0.1716109,1145.0,state,fb-survey
9,fl,smoothed_cli,2020-10-05,,2020-10-10,5,0.4940637,0.0474075,17308.9995,state,fb-survey
10,ga,smoothed_cli,2020-10-05,,2020-10-10,5,0.6280999,0.0857477,6607.9462,state,fb-survey
11,hi,smoothed_cli,2020-10-05,,2020-10-10,5,0.4077181,0.1873972,1054.0,state,fb-survey
12,ia,smoothed_cli,2020-10-05,,2020-10-10,5,0.8777089,0.1376274,3724.2595,state,fb-survey
13,id,smoothed_cli,2020-10-05,,2020-10-10,5,1.0492653,0.1893268,2094.2432,state,fb-survey
14,il,smoothed_cli,2020-10-05,,2020-10-10,5,0.6441629,0.0696857,11033.0025,state,fb-survey
15,in,smoothed_cli,2020-10-05,,2020-10-10,5,0.7220127,0.091086,6455.9991,state,fb-survey
16,ks,smoothed_cli,2020-10-05,,2020-10-10,5,1.0310074,0.1680521,2923.7132,state,fb-survey
17,ky,smoothed_cli,2020-10-05,,2020-10-10,5,0.9033464,0.1441277,3882.2184,state,fb-survey
18,la,smoothed_cli,2020-10-05,,2020-10-10,5,0.6052192,0.1052415,3908.998,state,fb-survey
19,ma,smoothed_cli,2020-10-05,,2020-10-10,5,0.3453984,0.0712941,5227.0135,state,fb-survey
20,md,smoothed_cli,2020-10-05,,2020-10-10,5,0.3411917,0.0792279,4156.9977,state,fb-survey
21,me,smoothed_cli,2020-10-05,,2020-10-10,5,0.5114353,0.1477291,1851.0,state,fb-survey
22,mi,smoothed_cli,2020-10-05,,2020-10-10,5,0.5382788,0.062968,10431.0602,state,fb-survey
23,mn,smoothed_cli,2020-10-05,,2020-10-10,5,0.7357897,0.1091436,4732.4989,state,fb-survey
24,mo,smoothed_cli,2020-10-05,,2020-10-10,5,0.9441457,0.1189926,5236.3906,state,fb-survey
25,ms,smoothed_cli,2020-10-05,,2020-10-10,5,0.8780337,0.1674538,2281.8632,state,fb-survey
26,mt,smoothed_cli,2020-10-05,,2020-10-10,5,1.092881,0.2322003,1525.3689,state,fb-survey
27,nc,smoothed_cli,2020-10-05,,2020-10-10,5,0.5405007,0.0707926,8644.0109,state,fb-survey
28,nd,smoothed_cli,2020-10-05,,2020-10-10,5,1.3431443,0.3466215,896.0557,state,fb-survey
29,ne,smoothed_cli,2020-10-05,,2020-10-10,5,1.1118747,0.2159619,1922.6949,state,fb-survey
30,nh,smoothed_cli,2020-10-05,,2020-10-10,5,0.1082866,0.0737433,1759.0,state,fb-survey
31,nj,smoothed_cli,2020-10-05,,2020-10-10,5,0.3292114,0.061272,6449.998,state,fb-survey
32,nm,smoothed_cli,2020-10-05,,2020-10-10,5,0.4092819,0.1374621,1838.5275,state,fb-survey
33,nv,smoothed_cli,2020-10-05,,2020-10-10,5,0.7394668,0.1645972,2076.7748,state,fb-survey
34,ny,smoothed_cli,2020-10-05,,2020-10-10,5,0.3543706,0.0459719,13436.9999,state,fb-survey
35,oh,smoothed_cli,2020-10-05,,2020-10-10,5,0.5410265,0.0613514,10558.0088,state,fb-survey
36,ok,smoothed_cli,2020-10-05,,2020-10-10,5,1.2145576,0.1549793,3928.3404,state,fb-survey
37,or,smoothed_cli,2020-10-05,,2020-10-10,5,0.513412,0.0939118,4342.924,state,fb-survey
38,pa,smoothed_cli,2020-10-05,,2020-10-10,5,0.468084,0.0553871,12057.0051,state,fb-survey
39,ri,smoothed_cli,2020-10-05,,2020-10-10,5,0.7211722,0.2459513,1054.9865,state,fb-survey
40,sc,smoothed_cli,2020-10-05,,2020-10-10,5,0.8180335,0.1084997,5253.0009,state,fb-survey
41,sd,smoothed_cli,2020-10-05,,2020-10-10,5,1.0579467,0.2618265,1149.796,state,fb-survey
42,tn,smoothed_cli,2020-10-05,,2020-10-10,5,1.0354837,0.1140177,6109.9175,state,fb-survey
43,tx,smoothed_cli,2020-10-05,,2020-10-10,5,0.7642926,0.0545409,19054.023,state,fb-survey
44,ut,smoothed_cli,2020-10-05,,2020-10-10,5,0.8866079,0.1458628,3166.6143,state,fb-survey
45,va,smoothed_cli,2020-10-05,,2020-10-10,5,0.3747133,0.0602257,7540.4792,state,fb-survey
46,vt,smoothed_cli,2020-10-05,,2020-10-10,5,0.3627336,0.180361,873.0007,state,fb-survey
47,wa,smoothed_cli,2020-10-05,,2020-10-10,5,0.5019391,0.0752611,7023.9671,state,fb-survey
48,wi,smoothed_cli,2020-10-05,,2020-10-10,5,0.7887132,0.0962836,6580.9377,state,fb-survey
49,wv,smoothed_cli,2020-10-05,,2020-10-10,5,0.8937075,0.1626508,2523.0568,state,fb-survey
50,wy,smoothed_cli,2020-10-05,,2020-10-10,5,1.0634952,0.3378196,707.9083,state,fb-survey
0,ak,smoothed_cli,2020-10-06,,2020-10-11,5,1.0322317,0.324312,817.0,state,fb-survey
1,al,smoothed_cli,2020-10-06,,2020-10-11,5,1.249018,0.1592265,3685.0706,state,fb-survey
2,ar,smoothed_cli,2020-10-06,,2020-10-11,5,1.0555626,0.1789635,2606.7577,state,fb-survey
3,az,smoothed_cli,2020-10-06,,2020-10-11,5,0.6666119,0.0963496,5667.6702,state,fb-survey
4,ca,smoothed_cli,2020-10-06,,2020-10-11,5,0.4683725,0.0405007,22368.2628,state,fb-survey
5,co,smoothed_cli,2020-10-06,,2020-10-11,5,0.497509,0.0844667,5508.7173,state,fb-survey
6,ct,smoothed_cli,2020-10-06,,2020-10-11,5,0.4148664,0.0887893,4166.0,state,fb-survey
7,dc,smoothed_cli,2020-10-06,,2020-10-11,5,0.5420054,0.3317283,492.0,state,fb-survey
8,de,smoothed_cli,2020-10-06,,2020-10-11,5,0.4828918,0.1823326,1208.0,state,fb-survey
9,fl,smoothed_cli,2020-10-06,,2020-10-11,5,0.5640663,0.0508205,17405.999,state,fb-survey
10,ga,smoothed_cli,2020-10-06,,2020-10-11,5,0.6190902,0.084828,6689.9492,state,fb-survey
11,hi,smoothed_cli,2020-10-06,,2020-10-11,5,0.3099012,0.1603673,1064.0,state,fb-survey
12,ia,smoothed_cli,2020-10-06,,2020-10-11,5,0.8968393,0.1317378,3825.3033,state,fb-survey
13,id,smoothed_cli,2020-10-06,,2020-10-11,5,1.0111056,0.1807111,2127.148,state,fb-survey
14,il,smoothed_cli,2020-10-06,,2020-10-11,5,0.7045465,0.0716483,11347.0248,state,fb-survey
15,in,smoothed_cli,2020-10-06,,2020-10-11,5,0.6773719,0.0877575,6536.9994,state,fb-survey
16,ks,smoothed_cli,2020-10-06,,2020-10-11,5,1.000249,0.1581736,3046.7432,state,fb-survey
17,ky,smoothed_cli,2020-10-06,,2020-10-11,5,0.7915653,0.1290389,3998.2103,state,fb-survey
18,la,smoothed_cli,2020-10-06,,2020-10-11,5,0.6110251,0.1008808,4054.9978,state,fb-survey
19,ma,smoothed_cli,2020-10-06,,2020-10-11,5,0.33692,0.0700923,5309.0145,state,fb-survey
20,md,smoothed_cli,2020-10-06,,2020-10-11,5,0.2883079,0.0721504,4167.9977,state,fb-survey
21,me,smoothed_cli,2020-10-06,,2020-10-11,5,0.4923644,0.1388672,1899.0,state,fb-survey
22,mi,smoothed_cli,2020-10-06,,2020-10-11,5,0.566606,0.0644213,10742.043,state,fb-survey
23,mn,smoothed_cli,2020-10-06,,2020-10-11,5,0.6994917,0.1047223,4823.4015,state,fb-survey
24,mo,smoothed_cli,2020-10-06,,2020-10-11,5,1.0090545,0.122429,5265.3687,state,fb-survey
25,ms,smoothed_cli,2020-10-06,,2020-10-11,5,0.8471138,0.1573745,2358.6586,state,fb-survey
26,mt,smoothed_cli,2020-10-06,,2020-10-11,5,1.0527418,0.2273109,1584.3092,state,fb-survey
27,nc,smoothed_cli,2020-10-06,,2020-10-11,5,0.6059365,0.0733842,8819.0107,state,fb-survey
28,nd,smoothed_cli,2020-10-06,,2020-10-11,5,1.4570116,0.357682,900.1234,state,fb-survey
29,ne,smoothed_cli,2020-10-06,,2020-10-11,5,0.9797896,0.1977921,1980.7454,state,fb-survey
30,nh,smoothed_cli,2020-10-06,,2020-10-11,5,0.269983,0.1135212,1792.0,state,fb-survey
31,nj,smoothed_cli,2020-10-06,,2020-10-11,5,0.3269973,0.0615865,6540.998,state,fb-survey
32,nm,smoothed_cli,2020-10-06,,2020-10-11,5,0.4368926,0.1391949,1839.2376,state,fb-survey
33,nv,smoothed_cli,2020-10-06,,2020-10-11,5,0.6599958,0.1529855,2123.7377,state,fb-survey
34,ny,smoothed_cli,2020-10-06,,2020-10-11,5,0.3577096,0.0456493,13674.9997,state,fb-survey
35,oh,smoothed_cli,2020-10-06,,2020-10-11,5,0.5835387,0.0629249,10812.0096,state,fb-survey
36,ok,smoothed_cli,2020-10-06,,2020-10-11,5,1.3280659,0.1596753,4013.3402,state,fb-survey
37,or,smoothed_cli,2020-10-06,,2020-10-11,5,0.5256079,0.0944512,4439.927,state,fb-survey
38,pa,smoothed_cli,2020-10-06,,2020-10-11,5,0.4781972,0.0548611,12299.0054,state,fb-survey
39,ri,smoothed_cli,2020-10-06,,2020-10-11,5,0.7070977,0.2411773,1075.9855,state,fb-survey
40,sc,smoothed_cli,2020-10-06,,2020-10-11,5,0.7045407,0.1001311,5287.0027,state,fb-survey
41,sd,smoothed_cli,2020-10-06,,2020-10-11,5,1.0937961,0.263431,1157.7773,state,fb-survey
42,tn,smoothed_cli,2020-10-06,,2020-10-11,5,1.0694206,0.1146118,6128.7521,state,fb-survey
43,tx,smoothed_cli,2020-10-06,,2020-10-11,5,0.7875992,0.0551576,19260.0188,state,fb-survey
44,ut,smoothed_cli,2020-10-06,,2020-10-11,5,0.9340979,0.1490136,3227.4248,state,fb-survey
45,va,smoothed_cli,2020-10-06,,2020-10-11,5,0.4514451,0.064851,7739.0642,state,fb-survey
46,vt,smoothed_cli,2020-10-06,,2020-10-11,5,0.1689188,0.115337,888.0007,state,fb-survey
47,wa,smoothed_cli,2020-10-06,,2020-10-11,5,0.4903302,0.0731976,7191.9641,state,fb-survey
48,wi,smoothed_cli,2020-10-06,,2020-10-11,5,0.7680049,0.09393,6718.9557,state,fb-survey
49,wv,smoothed_cli,2020-10-06,,2020-10-11,5,1.0006948,0.172771,2608.0578,state,fb-survey
50,wy,smoothed_cli,2020-10-06,,2020-10-11,5,1.0753195,0.3335635,734.9928,state,fb-survey
0,ak,smoothed_cli,2020-10-07,,2020-10-12,5,0.8603395,0.2846495,864.0,state,fb-survey
1,al,smoothed_cli,2020-10-07,,2020-10-12,5,1.2295813,0.1572919,3806.091,state,fb-survey
2,ar,smoothed_cli,2020-10-07,,2020-10-12,5,0.9756244,0.1700782,2719.7739,state,fb-survey
3,az,smoothed_cli,2020-10-07,,2020-10-12,5,0.6002507,0.0908974,5809.7625,state,fb-survey
4,ca,smoothed_cli,2020-10-07,,2020-10-12,5,0.48107,0.0409003,22456.2532,state,fb-survey
5,co,smoothed_cli,2020-10-07,,2020-10-12,5,0.5348034,0.0862823,5608.7458,state,fb-survey
6,ct,smoothed_cli,2020-10-07,,2020-10-12,5,0.4156015,0.0859077,4303.0,state,fb-survey
7,dc,smoothed_cli,2020-10-07,,2020-10-12,5,0.6436314,0.3464743,492.0,state,fb-survey
8,de,smoothed_cli,2020-10-07,,2020-10-12,5,0.3455609,0.1408341,1254.0,state,fb-survey
9,fl,smoothed_cli,2020-10-07,,2020-10-12,5,0.5984936,0.0514224,17711.9997,state,fb-survey
10,ga,smoothed_cli,2020-10-07,,2020-10-12,5,0.6869959,0.0882708,6889.9396,state,fb-survey
11,hi,smoothed_cli,2020-10-07,,2020-10-12,5,0.3349715,0.1727356,1059.0,state,fb-survey
12,ia,smoothed_cli,2020-10-07,,2020-10-12,5,0.8518713,0.1243594,3934.2958,state,fb-survey
13,id,smoothed_cli,2020-10-07,,2020-10-12,5,0.9628268,0.1784653,2155.1572,state,fb-survey
14,il,smoothed_cli,2020-10-07,,2020-10-12,5,0.7532595,0.0732391,11586.0239,state,fb-survey
15,in,smoothed_cli,2020-10-07,,2020-10-12,5,0.6328367,0.0842741,6646.0007,state,fb-survey
16,ks,smoothed_cli,2020-10-07,,2020-10-12,5,0.9904077,0.1540716,3152.7436,state,fb-survey
17,ky,smoothed_cli,2020-10-07,,2020-10-12,5,0.8034885,0.1275903,4094.5131,state,fb-survey
18,la,smoothed_cli,2020-10-07,,2020-10-12,5,0.5581606,0.0956699,4116.9976,state,fb-survey
19,ma,smoothed_cli,2020-10-07,,2020-10-12,5,0.4101742,0.0750196,5462.012,state,fb-survey
20,md,smoothed_cli,2020-10-07,,2020-10-12,5,0.2811814,0.0700152,4243.9976,state,fb-survey
21,me,smoothed_cli,2020-10-07,,2020-10-12,5,0.4853801,0.1342731,1995.0,state,fb-survey
22,mi,smoothed_cli,2020-10-07,,2020-10-12,5,0.5695749,0.0625573,11006.0261,state,fb-survey
23,mn,smoothed_cli,2020-10-07,,2020-10-12,5,0.7594814,0.1070179,4937.3145,state,fb-survey
24,mo,smoothed_cli,2020-10-07,,2020-10-12,5,1.0458123,0.1237601,5385.283,state,fb-survey
25,ms,smoothed_cli,2020-10-07,,2020-10-12,5,0.9130056,0.164842,2443.915,state,fb-survey
26,mt,smoothed_cli,2020-10-07,,2020-10-12,5,1.1091831,0.2352779,1601.228,state,fb-survey
27,nc,smoothed_cli,2020-10-07,,2020-10-12,5,0.6257332,0.0734314,9051.0105,state,fb-survey
28,nd,smoothed_cli,2020-10-07,,2020-10-12,5,1.5110045,0.3617235,922.9685,state,fb-survey
29,ne,smoothed_cli,2020-10-07,,2020-10-12,5,0.9297377,0.1882691,2042.7413,state,fb-survey
30,nh,smoothed_cli,2020-10-07,,2020-10-12,5,0.3392985,0.1241475,1868.0,state,fb-survey
31,nj,smoothed_cli,2020-10-07,,2020-10-12,5,0.3211637,0.0605584,6664.9984,state,fb-survey
32,nm,smoothed_cli,2020-10-07,,2020-10-12,5,0.358032,0.1286885,1895.309,state,fb-survey
33,nv,smoothed_cli,2020-10-07,,2020-10-12,5,0.7407373,0.1641516,2166.7474,state,fb-survey
34,ny,smoothed_cli,2020-10-07,,2020-10-12,5,0.4144824,0.0491224,13882.0002,state,fb-survey
35,oh,smoothed_cli,2020-10-07,,2020-10-12,5,0.6332848,0.0649104,11077.0089,state,fb-survey
36,ok,smoothed_cli,2020-10-07,,2020-10-12,5,1.310167,0.1553035,4097.34,state,fb-survey
37,or,smoothed_cli,2020-10-07,,2020-10-12,5,0.4076808,0.0825823,4526.9261,state,fb-survey
38,pa,smoothed_cli,2020-10-07,,2020-10-12,5,0.5150992,0.0556916,12772.005,state,fb-survey
