,geo_value,signal,time_value,direction,issue,lag,value,stderr,sample_size,geo_type,data_source
11,hi,smoothed_cli,2020-05-28,,2020-09-03,98,0.1666667,0.0771706,2415.0,state,fb-survey
12,ia,smoothed_cli,2020-05-28,,2020-09-03,98,0.6338404,0.0692906,9793.7456,state,fb-survey
13,id,smoothed_cli,2020-05-28,,2020-09-03,98,0.3295759,0.0726048,4327.298,state,fb-survey
14,il,smoothed_cli,2020-05-28,,2020-09-03,98,0.41321,0.0351699,25076.0225,state,fb-survey
15,in,smoothed_cli,2020-05-28,,2020-09-03,98,0.3934453,0.0448148,13404.0078,state,fb-survey
16,ks,smoothed_cli,2020-05-28,,2020-09-03,98,0.3626427,0.0645615,6675.9004,state,fb-survey
17,ky,smoothed_cli,2020-05-28,,2020-09-03,98,0.3723362,0.0581869,7949.9586,state,fb-survey
18,la,smoothed_cli,2020-05-28,,2020-09-03,98,0.4391687,0.0594705,9420.105,state,fb-survey
19,ma,smoothed_cli,2020-05-28,,2020-09-03,98,0.3586118,0.0471595,11547.0375,state,fb-survey
20,md,smoothed_cli,2020-05-28,,2020-09-03,98,0.5330463,0.0688576,8423.9816,state,fb-survey
21,me,smoothed_cli,2020-05-28,,2020-09-03,98,0.3069273,0.0731815,4860.0,state,fb-survey
22,mi,smoothed_cli,2020-05-28,,2020-09-03,98,0.2860658,0.0274055,28728.0049,state,fb-survey
23,mn,smoothed_cli,2020-05-28,,2020-09-03,98,0.4121144,0.054464,10970.5381,state,fb-survey
24,mo,smoothed_cli,2020-05-28,,2020-09-03,98,0.4565778,0.0553761,10569.2904,state,fb-survey
25,ms,smoothed_cli,2020-05-28,,2020-09-03,98,0.623545,0.0883014,6000.4153,state,fb-survey
26,mt,smoothed_cli,2020-05-28,,2020-09-03,98,0.2861189,0.0868601,2900.4883,state,fb-survey
27,nc,smoothed_cli,2020-05-28,,2020-09-03,98,0.3560332,0.03439,21282.024,state,fb-survey
28,nd,smoothed_cli,2020-05-28,,2020-09-03,98,0.448956,0.1297127,2036.7146,state,fb-survey
29,ne,smoothed_cli,2020-05-28,,2020-09-03,98,0.5051044,0.0775124,5298.8673,state,fb-survey
30,nh,smoothed_cli,2020-05-28,,2020-09-03,98,0.3214077,0.0766369,4564.0,state,fb-survey
31,nj,smoothed_cli,2020-05-28,,2020-09-03,98,0.4351192,0.0453234,15476.9946,state,fb-survey
32,nm,smoothed_cli,2020-05-28,,2020-09-03,98,0.3828351,0.0898898,3735.0578,state,fb-survey
33,nv,smoothed_cli,2020-05-28,,2020-09-03,98,0.2257262,0.0631971,4478.8712,state,fb-survey
34,ny,smoothed_cli,2020-05-28,,2020-09-03,98,0.3864364,0.0311573,29954.9984,state,fb-survey
35,oh,smoothed_cli,2020-05-28,,2020-09-03,98,0.347458,0.0322351,24608.9996,state,fb-survey
36,ok,smoothed_cli,2020-05-28,,2020-09-03,98,0.3476991,0.056765,8124.7341,state,fb-survey
37,or,smoothed_cli,2020-05-28,,2020-09-03,98,0.3279507,0.0535268,9101.1539,state,fb-survey
38,pa,smoothed_cli,2020-05-28,,2020-09-03,98,0.2745024,0.0263144,29502.0162,state,fb-survey
39,pr,smoothed_cli,2020-05-28,,2020-09-03,98,0.0,0.2066116,240.9987,state,fb-survey
40,ri,smoothed_cli,2020-05-28,,2020-09-03,98,0.460877,0.1166601,2610.9625,state,fb-survey
41,sc,smoothed_cli,2020-05-28,,2020-09-03,98,0.357213,0.0454635,12935.0105,state,fb-survey
42,sd,smoothed_cli,2020-05-28,,2020-09-03,98,0.5436473,0.1309327,2257.8735,state,fb-survey
43,tn,smoothed_cli,2020-05-28,,2020-09-03,98,0.3632536,0.0479208,12000.9896,state,fb-survey
44,tx,smoothed_cli,2020-05-28,,2020-09-03,98,0.3319486,0.025651,37604.3903,state,fb-survey
45,ut,smoothed_cli,2020-05-28,,2020-09-03,98,0.3055441,0.0538713,6436.2958,state,fb-survey
46,va,smoothed_cli,2020-05-28,,2020-09-03,98,0.387882,0.0387203,17800.9696,state,fb-survey
47,vt,smoothed_cli,2020-05-28,,2020-09-03,98,0.0849256,0.0603522,2041.0016,state,fb-survey
48,wa,smoothed_cli,2020-05-28,,2020-09-03,98,0.3329285,0.0415311,14224.92,state,fb-survey
49,wi,smoothed_cli,2020-05-28,,2020-09-03,98,0.2889623,0.03949,13161.9956,state,fb-survey
50,wv,smoothed_cli,2020-05-28,,2020-09-03,98,0.3292124,0.0689886,5240.7561,state,fb-survey
51,wy,smoothed_cli,2020-05-28,,2020-09-03,98,0.2976505,0.1222056,1629.6601,state,fb-survey
0,ak,smoothed_cli,2020-05-29,,2020-09-03,97,0.5324959,0.1584094,1831.0,state,fb-survey
1,al,smoothed_cli,2020-05-29,,2020-09-03,97,0.5408313,0.0700727,8559.1871,state,fb-survey
2,ar,smoothed_cli,2020-05-29,,2020-09-03,97,0.5350435,0.0821447,6041.7416,state,fb-survey
3,az,smoothed_cli,2020-05-29,,2020-09-03,97,0.4963667,0.0524149,12843.4285,state,fb-survey
4,ca,smoothed_cli,2020-05-29,,2020-09-03,97,0.3210401,0.0229222,47779.5331,state,fb-survey
5,co,smoothed_cli,2020-05-29,,2020-09-03,97,0.3684738,0.0476411,11814.6573,state,fb-survey
6,ct,smoothed_cli,2020-05-29,,2020-09-03,97,0.3245705,0.0484368,10632.0,state,fb-survey
7,dc,smoothed_cli,2020-05-29,,2020-09-03,97,0.6075444,0.2415688,919.0,state,fb-survey
8,de,smoothed_cli,2020-05-29,,2020-09-03,97,0.3069598,0.093474,2862.0219,state,fb-survey
9,fl,smoothed_cli,2020-05-29,,2020-09-03,97,0.3432742,0.0267525,36109.9995,state,fb-survey
10,ga,smoothed_cli,2020-05-29,,2020-09-03,97,0.3988088,0.0456469,14043.8564,state,fb-survey
11,hi,smoothed_cli,2020-05-29,,2020-09-03,97,0.1452381,0.0698524,2450.0,state,fb-survey
12,ia,smoothed_cli,2020-05-29,,2020-09-03,97,0.5640761,0.0639137,9706.405,state,fb-survey
13,id,smoothed_cli,2020-05-29,,2020-09-03,97,0.324743,0.0717313,4325.0336,state,fb-survey
14,il,smoothed_cli,2020-05-29,,2020-09-03,97,0.3919961,0.0344006,24789.0226,state,fb-survey
15,in,smoothed_cli,2020-05-29,,2020-09-03,97,0.4142814,0.0456444,13491.0084,state,fb-survey
16,ks,smoothed_cli,2020-05-29,,2020-09-03,97,0.3373144,0.0619178,6660.9285,state,fb-survey
17,ky,smoothed_cli,2020-05-29,,2020-09-03,97,0.3695843,0.0583543,7921.5731,state,fb-survey
18,la,smoothed_cli,2020-05-29,,2020-09-03,97,0.4008603,0.0563029,9384.9195,state,fb-survey
19,ma,smoothed_cli,2020-05-29,,2020-09-03,97,0.344619,0.0460567,11527.036,state,fb-survey
20,md,smoothed_cli,2020-05-29,,2020-09-03,97,0.5314771,0.0676121,8347.9744,state,fb-survey
21,me,smoothed_cli,2020-05-29,,2020-09-03,97,0.2678815,0.0672889,4884.0,state,fb-survey
22,mi,smoothed_cli,2020-05-29,,2020-09-03,97,0.3130562,0.0288022,28792.9948,state,fb-survey
23,mn,smoothed_cli,2020-05-29,,2020-09-03,97,0.4316843,0.0562183,10809.5589,state,fb-survey
24,mo,smoothed_cli,2020-05-29,,2020-09-03,97,0.4324901,0.0539529,10525.9177,state,fb-survey
25,ms,smoothed_cli,2020-05-29,,2020-09-03,97,0.5948785,0.0851981,5963.6405,state,fb-survey
26,mt,smoothed_cli,2020-05-29,,2020-09-03,97,0.3939634,0.1064572,2867.2975,state,fb-survey
27,nc,smoothed_cli,2020-05-29,,2020-09-03,97,0.3498796,0.0340709,21248.0241,state,fb-survey
28,nd,smoothed_cli,2020-05-29,,2020-09-03,97,0.3479519,0.1133303,1976.752,state,fb-survey
29,ne,smoothed_cli,2020-05-29,,2020-09-03,97,0.442112,0.072472,5154.0724,state,fb-survey
30,nh,smoothed_cli,2020-05-29,,2020-09-03,97,0.2144979,0.0604961,4601.0,state,fb-survey
31,nj,smoothed_cli,2020-05-29,,2020-09-03,97,0.4407877,0.0464074,15255.9948,state,fb-survey
32,nm,smoothed_cli,2020-05-29,,2020-09-03,97,0.3526698,0.0852427,3727.7336,state,fb-survey
33,nv,smoothed_cli,2020-05-29,,2020-09-03,97,0.247451,0.0672646,4411.1987,state,fb-survey
34,ny,smoothed_cli,2020-05-29,,2020-09-03,97,0.3457105,0.0293782,30010.9977,state,fb-survey
35,oh,smoothed_cli,2020-05-29,,2020-09-03,97,0.360136,0.032535,24698.9997,state,fb-survey
36,ok,smoothed_cli,2020-05-29,,2020-09-03,97,0.3869328,0.0594484,8076.6766,state,fb-survey
37,or,smoothed_cli,2020-05-29,,2020-09-03,97,0.3532411,0.0560116,9086.5761,state,fb-survey
38,pa,smoothed_cli,2020-05-29,,2020-09-03,97,0.2865304,0.0269298,29338.0173,state,fb-survey
39,pr,smoothed_cli,2020-05-29,,2020-09-03,97,0.0,0.2164502,229.9987,state,fb-survey
40,ri,smoothed_cli,2020-05-29,,2020-09-03,97,0.4235876,0.112866,2630.964,state,fb-survey
41,sc,smoothed_cli,2020-05-29,,2020-09-03,97,0.3496848,0.0448686,12930.0093,state,fb-survey
42,sd,smoothed_cli,2020-05-29,,2020-09-03,97,0.5356639,0.1317846,2229.0867,state,fb-survey
43,tn,smoothed_cli,2020-05-29,,2020-09-03,97,0.3644809,0.0478376,12004.3735,state,fb-survey
44,tx,smoothed_cli,2020-05-29,,2020-09-03,97,0.3713257,0.0274586,37376.3688,state,fb-survey
45,ut,smoothed_cli,2020-05-29,,2020-09-03,97,0.3217399,0.0557079,6451.4908,state,fb-survey
46,va,smoothed_cli,2020-05-29,,2020-09-03,97,0.3966977,0.0398915,17634.1097,state,fb-survey
47,vt,smoothed_cli,2020-05-29,,2020-09-03,97,0.0905192,0.0613043,2099.0017,state,fb-survey
48,wa,smoothed_cli,2020-05-29,,2020-09-03,97,0.3265531,0.0409278,14168.9279,state,fb-survey
49,wi,smoothed_cli,2020-05-29,,2020-09-03,97,0.2933675,0.0397486,13220.0051,state,fb-survey
50,wv,smoothed_cli,2020-05-29,,2020-09-03,97,0.3106295,0.0668314,5221.7063,state,fb-survey
51,wy,smoothed_cli,2020-05-29,,2020-09-03,97,0.3492907,0.1325704,1617.658,state,fb-survey
0,ak,smoothed_cli,2020-05-30,,2020-09-03,96,0.5047724,0.1557061,1816.0,state,fb-survey
1,al,smoothed_cli,2020-05-30,,2020-09-03,96,0.5242723,0.0681151,8565.2027,state,fb-survey
2,ar,smoothed_cli,2020-05-30,,2020-09-03,96,0.5960361,0.0869938,6011.7181,state,fb-survey
3,az,smoothed_cli,2020-05-30,,2020-09-03,96,0.4692513,0.0510467,12804.8572,state,fb-survey
4,ca,smoothed_cli,2020-05-30,,2020-09-03,96,0.3026971,0.02244,47455.5637,state,fb-survey
5,co,smoothed_cli,2020-05-30,,2020-09-03,96,0.34886,0.0467961,11690.6242,state,fb-survey
6,ct,smoothed_cli,2020-05-30,,2020-09-03,96,0.3522608,0.0512484,10461.0,state,fb-survey
7,dc,smoothed_cli,2020-05-30,,2020-09-03,96,0.522198,0.2178022,916.0,state,fb-survey
8,de,smoothed_cli,2020-05-30,,2020-09-03,96,0.3075351,0.0934353,2816.0219,state,fb-survey
9,fl,smoothed_cli,2020-05-30,,2020-09-03,96,0.3424304,0.0266972,35794.9995,state,fb-survey
10,ga,smoothed_cli,2020-05-30,,2020-09-03,96,0.3850278,0.0445892,13931.841,state,fb-survey
11,hi,smoothed_cli,2020-05-30,,2020-09-03,96,0.1453568,0.0699094,2448.0,state,fb-survey
12,ia,smoothed_cli,2020-05-30,,2020-09-03,96,0.5872308,0.0669794,9460.3846,state,fb-survey
13,id,smoothed_cli,2020-05-30,,2020-09-03,96,0.4265673,0.0832919,4272.9286,state,fb-survey
14,il,smoothed_cli,2020-05-30,,2020-09-03,96,0.3822534,0.0337341,24401.0455,state,fb-survey
15,in,smoothed_cli,2020-05-30,,2020-09-03,96,0.4020264,0.0444639,13342.0127,state,fb-survey
16,ks,smoothed_cli,2020-05-30,,2020-09-03,96,0.3309941,0.0607716,6611.8721,state,fb-survey
17,ky,smoothed_cli,2020-05-30,,2020-09-03,96,0.3696336,0.0597515,7884.4896,state,fb-survey
18,la,smoothed_cli,2020-05-30,,2020-09-03,96,0.4590127,0.0603864,9304.9208,state,fb-survey
19,ma,smoothed_cli,2020-05-30,,2020-09-03,96,0.3384635,0.0465681,11418.037,state,fb-survey
20,md,smoothed_cli,2020-05-30,,2020-09-03,96,0.5344335,0.0681939,8283.9745,state,fb-survey
21,me,smoothed_cli,2020-05-30,,2020-09-03,96,0.2408678,0.0641015,4809.0,state,fb-survey
22,mi,smoothed_cli,2020-05-30,,2020-09-03,96,0.3203619,0.0291452,28363.9945,state,fb-survey
23,mn,smoothed_cli,2020-05-30,,2020-09-03,96,0.3801161,0.0525239,10338.5048,state,fb-survey
24,mo,smoothed_cli,2020-05-30,,2020-09-03,96,0.446149,0.0557076,10369.8262,state,fb-survey
25,ms,smoothed_cli,2020-05-30,,2020-09-03,96,0.5968135,0.0850121,5913.5233,state,fb-survey
26,mt,smoothed_cli,2020-05-30,,2020-09-03,96,0.4369302,0.1131091,2871.2257,state,fb-survey
27,nc,smoothed_cli,2020-05-30,,2020-09-03,96,0.3655755,0.0347761,21129.0223,state,fb-survey
28,nd,smoothed_cli,2020-05-30,,2020-09-03,96,0.3767535,0.1255688,1905.0179,state,fb-survey
29,ne,smoothed_cli,2020-05-30,,2020-09-03,96,0.4836746,0.0765182,5130.9452,state,fb-survey
30,nh,smoothed_cli,2020-05-30,,2020-09-03,96,0.1938842,0.056955,4583.0,state,fb-survey
31,nj,smoothed_cli,2020-05-30,,2020-09-03,96,0.4122613,0.0454225,15031.9949,state,fb-survey
32,nm,smoothed_cli,2020-05-30,,2020-09-03,96,0.3258436,0.0822742,3687.3459,state,fb-survey
33,nv,smoothed_cli,2020-05-30,,2020-09-03,96,0.2748943,0.0701244,4319.441,state,fb-survey
34,ny,smoothed_cli,2020-05-30,,2020-09-03,96,0.3571308,0.0302992,29547.9983,state,fb-survey
35,oh,smoothed_cli,2020-05-30,,2020-09-03,96,0.3354181,0.0312106,24444.9945,state,fb-survey
36,ok,smoothed_cli,2020-05-30,,2020-09-03,96,0.437073,0.0649263,8026.7337,state,fb-survey
37,or,smoothed_cli,2020-05-30,,2020-09-03,96,0.3593394,0.0561572,9007.5762,state,fb-survey
38,pa,smoothed_cli,2020-05-30,,2020-09-03,96,0.2840539,0.0271699,29015.0175,state,fb-survey
39,pr,smoothed_cli,2020-05-30,,2020-09-03,96,0.0,0.2164502,229.9986,state,fb-survey
40,ri,smoothed_cli,2020-05-30,,2020-09-03,96,0.4177374,0.107655,2607.963,state,fb-survey
41,sc,smoothed_cli,2020-05-30,,2020-09-03,96,0.3393181,0.0442267,12770.0101,state,fb-survey
42,sd,smoothed_cli,2020-05-30,,2020-09-03,96,0.4432091,0.1195293,2236.1122,state,fb-survey
43,tn,smoothed_cli,2020-05-30,,2020-09-03,96,0.3900771,0.0491297,11951.4348,state,fb-survey
44,tx,smoothed_cli,2020-05-30,,2020-09-03,96,0.3608044,0.0268599,36933.2879,state,fb-survey
45,ut,smoothed_cli,2020-05-30,,2020-09-03,96,0.2893058,0.0526677,6437.439,state,fb-survey
46,va,smoothed_cli,2020-05-30,,2020-09-03,96,0.3896811,0.0398219,17461.6217,state,fb-survey
47,vt,smoothed_cli,2020-05-30,,2020-09-03,96,0.0917874,0.062162,2070.0016,state,fb-survey
48,wa,smoothed_cli,2020-05-30,,2020-09-03,96,0.3014691,0.03891,14157.9262,state,fb-survey
49,wi,smoothed_cli,2020-05-30,,2020-09-03,96,0.2998638,0.0402216,13014.0037,state,fb-survey
50,wv,smoothed_cli,2020-05-30,,2020-09-03,96,0.349635,0.0689272,5172.8548,state,fb-survey
51,wy,smoothed_cli,2020-05-30,,2020-09-03,96,0.3851451,0.144755,1596.6886,state,fb-survey
0,ak,smoothed_cli,2020-05-31,,2020-09-03,95,0.4728497,0.1477004,1853.0,state,fb-survey
1,al,smoothed_cli,2020-05-31,,2020-09-03,95,0.5093206,0.0666048,8535.2026,state,fb-survey
2,ar,smoothed_cli,2020-05-31,,2020-09-03,95,0.5498808,0.0836593,5995.1323,state,fb-survey
3,az,smoothed_cli,2020-05-31,,2020-09-03,95,0.5341214,0.0554667,12692.4564,state,fb-survey
4,ca,smoothed_cli,2020-05-31,,2020-09-03,95,0.3034546,0.0223415,47138.2572,state,fb-survey
5,co,smoothed_cli,2020-05-31,,2020-09-03,95,0.3358033,0.0471923,11536.7418,state,fb-survey
6,ct,smoothed_cli,2020-05-31,,2020-09-03,95,0.3290508,0.0500504,10391.0,state,fb-survey
7,dc,smoothed_cli,2020-05-31,,2020-09-03,95,0.4825046,0.2097523,905.0,state,fb-survey
8,de,smoothed_cli,2020-05-31,,2020-09-03,95,0.361806,0.1023741,2795.0219,state,fb-survey
9,fl,smoothed_cli,2020-05-31,,2020-09-03,95,0.3555895,0.0277495,35354.9995,state,fb-survey
10,ga,smoothed_cli,2020-05-31,,2020-09-03,95,0.3554229,0.0423438,13895.8383,state,fb-survey
11,hi,smoothed_cli,2020-05-31,,2020-09-03,95,0.1480788,0.0712165,2403.0,state,fb-survey
12,ia,smoothed_cli,2020-05-31,,2020-09-03,95,0.5314977,0.0639047,9260.1674,state,fb-survey
13,id,smoothed_cli,2020-05-31,,2020-09-03,95,0.4368693,0.0840436,4269.3932,state,fb-survey
14,il,smoothed_cli,2020-05-31,,2020-09-03,95,0.3905922,0.0345003,23959.0446,state,fb-survey
15,in,smoothed_cli,2020-05-31,,2020-09-03,95,0.439464,0.0479656,13121.0101,state,fb-survey
16,ks,smoothed_cli,2020-05-31,,2020-09-03,95,0.3411118,0.0613858,6552.5371,state,fb-survey
17,ky,smoothed_cli,2020-05-31,,2020-09-03,95,0.3498791,0.0578259,7794.7885,state,fb-survey
18,la,smoothed_cli,2020-05-31,,2020-09-03,95,0.4467488,0.0597452,9141.2903,state,fb-survey
19,ma,smoothed_cli,2020-05-31,,2020-09-03,95,0.3496112,0.0483486,11273.038,state,fb-survey
20,md,smoothed_cli,2020-05-31,,2020-09-03,95,0.5275392,0.0681046,8160.9746,state,fb-survey
21,me,smoothed_cli,2020-05-31,,2020-09-03,95,0.228187,0.0638991,4806.0,state,fb-survey
22,mi,smoothed_cli,2020-05-31,,2020-09-03,95,0.2964295,0.0281348,27955.9959,state,fb-survey
23,mn,smoothed_cli,2020-05-31,,2020-09-03,95,0.4381807,0.0577191,9906.1553,state,fb-survey
24,mo,smoothed_cli,2020-05-31,,2020-09-03,95,0.4163578,0.0536129,10229.1172,state,fb-survey
25,ms,smoothed_cli,2020-05-31,,2020-09-03,95,0.6099256,0.087049,5909.088,state,fb-survey
26,mt,smoothed_cli,2020-05-31,,2020-09-03,95,0.4047404,0.1077433,2852.9462,state,fb-survey
27,nc,smoothed_cli,2020-05-31,,2020-09-03,95,0.3428025,0.0334011,20790.0226,state,fb-survey
28,nd,smoothed_cli,2020-05-31,,2020-09-03,95,0.444035,0.1381798,1798.3496,state,fb-survey
29,ne,smoothed_cli,2020-05-31,,2020-09-03,95,0.4408782,0.0738128,5027.3635,state,fb-survey
30,nh,smoothed_cli,2020-05-31,,2020-09-03,95,0.2230886,0.0632022,4617.0,state,fb-survey
31,nj,smoothed_cli,2020-05-31,,2020-09-03,95,0.3872506,0.0441285,14939.9947,state,fb-survey
32,nm,smoothed_cli,2020-05-31,,2020-09-03,95,0.3143078,0.079379,3663.8134,state,fb-survey
33,nv,smoothed_cli,2020-05-31,,2020-09-03,95,0.2908288,0.0740761,4257.7475,state,fb-survey
34,ny,smoothed_cli,2020-05-31,,2020-09-03,95,0.3543519,0.0304743,28961.9994,state,fb-survey
35,oh,smoothed_cli,2020-05-31,,2020-09-03,95,0.3508618,0.0322514,24069.9975,state,fb-survey
36,ok,smoothed_cli,2020-05-31,,2020-09-03,95,0.4476203,0.0665004,7931.7206,state,fb-survey
37,or,smoothed_cli,2020-05-31,,2020-09-03,95,0.32371,0.0534901,8835.6839,state,fb-survey
38,pa,smoothed_cli,2020-05-31,,2020-09-03,95,0.2874476,0.0276841,28455.0173,state,fb-survey
39,pr,smoothed_cli,2020-05-31,,2020-09-03,95,0.0,0.210084,236.9985,state,fb-survey
40,ri,smoothed_cli,2020-05-31,,2020-09-03,95,0.3340209,0.0930113,2602.962,state,fb-survey
41,sc,smoothed_cli,2020-05-31,,2020-09-03,95,0.3199012,0.042111,12550.0077,state,fb-survey
42,sd,smoothed_cli,2020-05-31,,2020-09-03,95,0.4292575,0.1193502,2231.219,state,fb-survey
43,tn,smoothed_cli,2020-05-31,,2020-09-03,95,0.3254153,0.0447531,11827.1545,state,fb-survey
44,tx,smoothed_cli,2020-05-31,,2020-09-03,95,0.3770779,0.0276916,36378.5383,state,fb-survey
45,ut,smoothed_cli,2020-05-31,,2020-09-03,95,0.3158922,0.0551318,6449.4459,state,fb-survey
46,va,smoothed_cli,2020-05-31,,2020-09-03,95,0.3872107,0.0412264,17178.1683,state,fb-survey
47,vt,smoothed_cli,2020-05-31,,2020-09-03,95,0.15561,0.0809405,2035.0017,state,fb-survey
48,wa,smoothed_cli,2020-05-31,,2020-09-03,95,0.3145866,0.0402852,13964.9244,state,fb-survey
49,wi,smoothed_cli,2020-05-31,,2020-09-03,95,0.2959135,0.0409418,12833.0026,state,fb-survey
50,wv,smoothed_cli,2020-05-31,,2020-09-03,95,0.4032553,0.0757725,5123.7564,state,fb-survey
51,wy,smoothed_cli,2020-05-31,,2020-09-03,95,0.4304041,0.1562236,1602.9418,state,fb-survey
0,ak,smoothed_cli,2020-06-01,,2020-09-03,94,0.4849849,0.1438852,1841.0,state,fb-survey
1,al,smoothed_cli,2020-06-01,,2020-09-03,94,0.4460667,0.061135,8426.2105,state,fb-survey
2,ar,smoothed_cli,2020-06-01,,2020-09-03,94,0.6138145,0.089764,5942.6918,state,fb-survey
3,az,smoothed_cli,2020-06-01,,2020-09-03,94,0.527073,0.0561631,12592.3028,state,fb-survey
4,ca,smoothed_cli,2020-06-01,,2020-09-03,94,0.3018259,0.0223458,46683.2013,state,fb-survey
5,co,smoothed_cli,2020-06-01,,2020-09-03,94,0.351763,0.0484491,11510.6807,state,fb-survey
6,ct,smoothed_cli,2020-06-01,,2020-09-03,94,0.3075339,0.0492261,10278.0,state,fb-survey
7,dc,smoothed_cli,2020-06-01,,2020-09-03,94,0.3026906,0.1567495,892.0,state,fb-survey
8,de,smoothed_cli,2020-06-01,,2020-09-03,94,0.4059666,0.1123553,2749.0219,state,fb-survey
9,fl,smoothed_cli,2020-06-01,,2020-09-03,94,0.3531876,0.0277991,34931.9999,state,fb-survey
10,ga,smoothed_cli,2020-06-01,,2020-09-03,94,0.3403102,0.0420873,13725.8369,state,fb-survey
11,hi,smoothed_cli,2020-06-01,,2020-09-03,94,0.1599468,0.0726251,2381.0,state,fb-survey
12,ia,smoothed_cli,2020-06-01,,2020-09-03,94,0.5104054,0.0632831,9112.9072,state,fb-survey
13,id,smoothed_cli,2020-06-01,,2020-09-03,94,0.489808,0.089044,4324.4911,state,fb-survey
14,il,smoothed_cli,2020-06-01,,2020-09-03,94,0.3781971,0.0341215,23657.0444,state,fb-survey
15,in,smoothed_cli,2020-06-01,,2020-09-03,94,0.4894705,0.0512069,13244.0143,state,fb-survey
16,ks,smoothed_cli,2020-06-01,,2020-09-03,94,0.3493207,0.0608923,6484.4227,state,fb-survey
17,ky,smoothed_cli,2020-06-01,,2020-09-03,94,0.3477237,0.0574175,7803.7364,state,fb-survey
18,la,smoothed_cli,2020-06-01,,2020-09-03,94,0.4493986,0.0593228,9197.1059,state,fb-survey
19,ma,smoothed_cli,2020-06-01,,2020-09-03,94,0.2881067,0.043777,11135.038,state,fb-survey
20,md,smoothed_cli,2020-06-01,,2020-09-03,94,0.5387115,0.0690773,8032.9747,state,fb-survey
21,me,smoothed_cli,2020-06-01,,2020-09-03,94,0.1975282,0.0586981,4666.0,state,fb-survey
22,mi,smoothed_cli,2020-06-01,,2020-09-03,94,0.2931549,0.0279634,27747.0214,state,fb-survey
23,mn,smoothed_cli,2020-06-01,,2020-09-03,94,0.4931993,0.0623581,9639.1001,state,fb-survey
24,mo,smoothed_cli,2020-06-01,,2020-09-03,94,0.4024518,0.053655,10086.9022,state,fb-survey
25,ms,smoothed_cli,2020-06-01,,2020-09-03,94,0.6372173,0.0890021,5912.0369,state,fb-survey
26,mt,smoothed_cli,2020-06-01,,2020-09-03,94,0.3857521,0.1014737,2885.2438,state,fb-survey
27,nc,smoothed_cli,2020-06-01,,2020-09-03,94,0.3498461,0.0341661,20525.022,state,fb-survey
28,nd,smoothed_cli,2020-06-01,,2020-09-03,94,0.4966355,0.1551467,1747.1039,state,fb-survey
29,ne,smoothed_cli,2020-06-01,,2020-09-03,94,0.4398927,0.0769662,4927.4975,state,fb-survey
30,nh,smoothed_cli,2020-06-01,,2020-09-03,94,0.1508344,0.0500244,4674.0,state,fb-survey
31,nj,smoothed_cli,2020-06-01,,2020-09-03,94,0.4169974,0.0463041,14901.9955,state,fb-survey
32,nm,smoothed_cli,2020-06-01,,2020-09-03,94,0.3049084,0.0766708,3701.0391,state,fb-survey
33,nv,smoothed_cli,2020-06-01,,2020-09-03,94,0.3641932,0.0851842,4203.9041,state,fb-survey
34,ny,smoothed_cli,2020-06-01,,2020-09-03,94,0.3244265,0.0294391,28709.9987,state,fb-survey
35,oh,smoothed_cli,2020-06-01,,2020-09-03,94,0.3437967,0.0323051,23851.9955,state,fb-survey
36,ok,smoothed_cli,2020-06-01,,2020-09-03,94,0.4885476,0.0694809,7894.8346,state,fb-survey
37,or,smoothed_cli,2020-06-01,,2020-09-03,94,0.3387025,0.0545474,8813.5746,state,fb-survey
38,pa,smoothed_cli,2020-06-01,,2020-09-03,94,0.2826041,0.0275234,28473.0175,state,fb-survey
39,pr,smoothed_cli,2020-06-01,,2020-09-03,94,0.0,0.2232143,222.9988,state,fb-survey
40,ri,smoothed_cli,2020-06-01,,2020-09-03,94,0.3010441,0.0872782,2638.962,state,fb-survey
41,sc,smoothed_cli,2020-06-01,,2020-09-03,94,0.3556507,0.0447621,12446.0062,state,fb-survey
42,sd,smoothed_cli,2020-06-01,,2020-09-03,94,0.3892974,0.1150714,2197.2444,state,fb-survey
43,tn,smoothed_cli,2020-06-01,,2020-09-03,94,0.3718713,0.0477764,11940.2171,state,fb-survey
44,tx,smoothed_cli,2020-06-01,,2020-09-03,94,0.3853424,0.0281821,36093.5259,state,fb-survey
45,ut,smoothed_cli,2020-06-01,,2020-09-03,94,0.3760938,0.0607523,6560.3358,state,fb-survey
46,va,smoothed_cli,2020-06-01,,2020-09-03,94,0.4326465,0.0440722,17162.3221,state,fb-survey
